,compound,date,neg,neu,pos,source_account,text,tweets_ago
39,0.6808,2018-29-03 04:28:06,0.184,0.468,0.348,@CBSNews,"RT @CBSNews: A boy with down syndrome who is a cancer survivor had his wish fulfilled when Pope Francis stopped his popemobile, blessed him…",39
40,0.0,2018-29-03 04:27:55,0.0,1.0,0.0,@CBSNews,@CBSNews  https://t.co/frh1ex9s0a,40
41,0.0,2018-29-03 04:27:44,0.0,1.0,0.0,@CBSNews,"RT @CBSNews: Stormy Daniels' lawyer Michael Avenatti files motion in California federal court, seeking to depose President Trump and his la…",41
42,0.2023,2018-29-03 04:27:41,0.0,0.913,0.087,@CBSNews,"The Treasury may borrow nearly $1 trillion in 2018, and at least that much afterward — here's why it matters… https://t.co/TTgQkjpBDP",42
43,-0.5994,2018-29-03 04:27:37,0.151,0.849,0.0,@CBSNews,"RT @CBSNews: In the wake of the shooting death of Stephon Clark by Sacramento police, the city's mayor said Wednesday that ""implied racism""…",43
44,-0.2003,2018-29-03 04:27:36,0.107,0.893,0.0,@CBSNews,"RT @ExpectoResister: Look who got grounded! 

Ecuador's government cutting off WikiLeaks founder Julian Assange's communications https://t.…",44
45,0.0,2018-29-03 04:27:32,0.0,1.0,0.0,@CBSNews,RT @CBSNews: 2 airline pilots report seeing UFO while flying over Arizona https://t.co/vwYBvFnnrp https://t.co/M0SYyMVxay,45
46,-0.6486,2018-29-03 04:27:24,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",46
47,-0.7661,2018-29-03 04:27:17,0.445,0.555,0.0,@CBSNews,@cgauna007 @CBSNews This is so fucked up 😂😭,47
48,-0.5986,2018-29-03 04:27:11,0.287,0.554,0.16,@CBSNews,"RT @CBSNews: Christopher Underwood, an 11-year-old from Brooklyn, lost his brother to gun violence: “For me, I would like to not worry abou…",48
49,-0.296,2018-29-03 04:27:06,0.115,0.885,0.0,@CBSNews,RT @Muzzler11: @SaraCarterDC @seanhannity @ABC @CBSNews @CNN @MSNBC @NBCNews @nytimes @washingtonpost .....I must have missed this story on…,49
50,0.3182,2018-29-03 04:27:04,0.0,0.635,0.365,@CBSNews,@CBSNews Please take our leader.,50
51,0.0,2018-29-03 04:27:03,0.0,1.0,0.0,@CBSNews,RT @CBSNews: 2 airline pilots report seeing UFO while flying over Arizona https://t.co/vwYBvFnnrp https://t.co/M0SYyMVxay,51
52,-0.3527,2018-29-03 04:26:47,0.16,0.734,0.106,@CBSNews,"RT @bimmerella: I hope there is a float in his honor...
Perhaps an effigy of Pence in a douchebag? Full of orange drink? 
💖💚💙💛❤💜💖💚💛❤💜
💖💚💙💛❤…",52
53,0.0,2018-29-03 04:26:41,0.0,1.0,0.0,@CBSNews,"RT @CBSNews: @CBSNews @profcarroll on profile @CamAnalytica had of him: ""It had information about my voter registration, information about…",53
54,-0.5574,2018-29-03 04:26:38,0.247,0.753,0.0,@CBSNews,RT @CBSNews: Howard University says 6 were fired for misappropriating funds https://t.co/wWLKpg9u2x https://t.co/DK6hz7GlUd,54
55,-0.3527,2018-29-03 04:26:36,0.16,0.734,0.106,@CBSNews,"RT @bimmerella: I hope there is a float in his honor...
Perhaps an effigy of Pence in a douchebag? Full of orange drink? 
💖💚💙💛❤💜💖💚💛❤💜
💖💚💙💛❤…",55
56,0.0,2018-29-03 04:26:28,0.0,1.0,0.0,@CBSNews,@CBSNews American government needs to take a lesson from Howard University,56
57,-0.296,2018-29-03 04:26:17,0.095,0.905,0.0,@CBSNews,"RT @CBSNews: Cambridge Analytica, data firm that helped Trump during 2016 presidential race, has been accused of a massive data breach on F…",57
58,0.3612,2018-29-03 04:26:14,0.0,0.884,0.116,@CBSNews,@CBSNews Corruption follows them wherever they go. Just like in Africa. Always wanting something without having to work for it.,58
59,-0.7184,2018-29-03 04:26:10,0.319,0.559,0.122,@CBSNews,"@CBSNews Keep it up libs, when Clinton banned ""assault weapons"" the Republicans won 53 seats in the next election i… https://t.co/zto3c7Kqgh",59
60,-0.6486,2018-29-03 04:26:07,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",60
61,0.6486,2018-29-03 04:26:02,0.0,0.813,0.187,@CBSNews,"RT @CBSNews: WATCH: This gorilla named Louis likes to walk like a human -- especially when the ground is muddy, so he doesn't get his hands…",61
62,-0.6486,2018-29-03 04:25:59,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",62
63,-0.6486,2018-29-03 04:25:50,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",63
64,0.0,2018-29-03 04:25:32,0.0,1.0,0.0,@CBSNews,"@jlonghofer4 @Royal___Rebel @Lisaj65M @Kimster78 @CBSNews So don't confirm what hasn't been realised.
Middle East i… https://t.co/7vakt4hG3H",64
65,0.0,2018-29-03 04:25:31,0.0,1.0,0.0,@CBSNews,"RT @AnthemRespect: Father of Pulse Nightclub Shooter Was a #FBI Informant Attorney Says. 
Say It Ain’t So. 
#AnthemTT45 

Father of Pulse g…",65
66,0.4939,2018-29-03 04:25:30,0.0,0.862,0.138,@CBSNews,"RT @adrianasdiaz: On @CBSThisMorning: Inspired by Selma march, teens walking 50 MILES to Paul Ryan’s hometown. 
Their chant: “Paul Ryan, ca…",66
67,-0.34,2018-29-03 04:25:18,0.103,0.897,0.0,@CBSNews,"RT @adrianasdiaz: Students for gun reform hold rally after 50 mile 4-day march through rural Wisconsin, ending in Paul Ryan’s hometown: Jan…",67
68,-0.6486,2018-29-03 04:25:12,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",68
69,-0.1531,2018-29-03 04:24:36,0.157,0.714,0.129,@CBSNews,Boy with sick father turns to President Trump for help and gets touching response https://t.co/JzgqN2XAii via @CBSNews,69
70,0.6124,2018-29-03 04:24:28,0.0,0.706,0.294,@CBSNews,RT @CBSNews: Paul Manafort bets on presidential pardon in special counsel case https://t.co/T3P7VAuLWC https://t.co/mgXBtamQ2f,70
71,-0.6486,2018-29-03 04:24:21,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",71
72,0.4939,2018-29-03 04:24:20,0.0,0.862,0.138,@CBSNews,"RT @adrianasdiaz: On @CBSThisMorning: Inspired by Selma march, teens walking 50 MILES to Paul Ryan’s hometown. 
Their chant: “Paul Ryan, ca…",72
73,0.4939,2018-29-03 04:24:18,0.0,0.862,0.138,@CBSNews,"RT @adrianasdiaz: On @CBSThisMorning: Inspired by Selma march, teens walking 50 MILES to Paul Ryan’s hometown. 
Their chant: “Paul Ryan, ca…",73
74,0.0,2018-29-03 04:24:15,0.0,1.0,0.0,@CBSNews,"RT @CBSNews: Mega Millions jackpot hits $502 million, 10th largest ever in U.S. https://t.co/JpxZxdBhgS https://t.co/50Hs6EiYHo",74
75,-0.6486,2018-29-03 04:24:04,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",75
76,-0.6486,2018-29-03 04:23:37,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",76
77,0.3182,2018-29-03 04:23:34,0.0,0.905,0.095,@CBSNews,"RT @CBSNews: Secretary of VA David Shulkin is being replaced by Admiral Ronny Jackson, White House physician for President Obama and now Pr…",77
78,-0.6541,2018-29-03 04:23:34,0.214,0.786,0.0,@CBSNews,Last but not least we found the WITCH @CNNPolitics @CBSNews @BBCWorld @NBCNews @CNN @MSN @washingtonpost @TEDTalks  https://t.co/dPvZ51qZA1,78
79,-0.34,2018-29-03 04:23:19,0.098,0.902,0.0,@CBSNews,"RT @CBSNews: @CBSNews ""Shulkin came under fire after an inspector general report in February found he used taxpayer money to purchase his w…",79
80,-0.6486,2018-29-03 04:23:13,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",80
81,0.0,2018-29-03 04:23:03,0.0,1.0,0.0,@CBSNews,RT @CBSNews: 2 airline pilots report seeing UFO while flying over Arizona https://t.co/vwYBvFnnrp https://t.co/M0SYyMVxay,81
82,0.6808,2018-29-03 04:22:56,0.184,0.468,0.348,@CBSNews,"RT @CBSNews: A boy with down syndrome who is a cancer survivor had his wish fulfilled when Pope Francis stopped his popemobile, blessed him…",82
83,0.6486,2018-29-03 04:22:43,0.0,0.813,0.187,@CBSNews,"RT @CBSNews: WATCH: This gorilla named Louis likes to walk like a human -- especially when the ground is muddy, so he doesn't get his hands…",83
84,0.3182,2018-29-03 04:22:36,0.0,0.813,0.187,@CBSNews,RT @CBSNews: NRA confirms that it accepts foreign donations https://t.co/FeyKvaCsd4 https://t.co/vl5WzZB9i3,84
85,-0.1531,2018-29-03 04:22:31,0.143,0.739,0.117,@CBSNews,RT @KNX1070: Boy with sick father turns to President #Trump for help and gets touching response https://t.co/etBMoDOXNt via @CBSNews,85
86,-0.4588,2018-29-03 04:22:27,0.2,0.8,0.0,@CBSNews,"RT @CBSNews: Pennsylvania student stockpiled arsenal, threatened school shooting, police say. https://t.co/YIiuTqyEvn https://t.co/k929FpQN…",86
87,0.0,2018-29-03 04:22:18,0.0,1.0,0.0,@CBSNews,"RT @CBSNews: HAPPENING NOW: Students arrive in House Speaker Paul Ryan’s hometown Janesville, Wisconsin, after marching 50 miles to demand…",87
88,0.5574,2018-29-03 04:22:08,0.0,0.87,0.13,@CBSNews,"RT @CBSNews: Linda Brown, who as a third grade student was at the center of the 1954 Brown v. Board of Education Supreme Court decision tha…",88
89,-0.3612,2018-29-03 04:21:58,0.152,0.848,0.0,@CBSNews,"@jlonghofer4 @Royal___Rebel @Lisaj65M @Kimster78 @CBSNews Syria, Yemen, Israel, Palestine r still in turmoil 
Xi Ji… https://t.co/T4VHrQ738k",89
90,-0.6486,2018-29-03 04:21:58,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",90
91,0.6124,2018-29-03 04:21:58,0.0,0.706,0.294,@CBSNews,RT @CBSNews: Paul Manafort bets on presidential pardon in special counsel case https://t.co/T3P7VAuLWC https://t.co/mgXBtamQ2f,91
92,0.7783,2018-29-03 04:21:57,0.0,0.746,0.254,@CBSNews,"RT @CBSNews: Stormy Daniels' attorney Michael Avenatti is confident in his motion to depose President Trump, saying it relies on Supreme Co…",92
93,0.4588,2018-29-03 04:21:49,0.0,0.87,0.13,@CBSNews,RT @CBSNews: Air Force pilot captured breathtaking images of the northern lights as he flew across the sky in Canada. https://t.co/IhU5YSiJ…,93
94,-0.1531,2018-29-03 04:21:46,0.157,0.714,0.129,@CBSNews,Boy with sick father turns to President Trump for help and gets touching response https://t.co/CzPAqgpEXI via @CBSNews,94
95,-0.6486,2018-29-03 04:21:28,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",95
96,-0.7845,2018-29-03 04:21:27,0.266,0.734,0.0,@CBSNews,"@CBSNews A war against aliens is the only thing to bring humans together, however, the beating we’ll get from the a… https://t.co/377E7RbUHm",96
97,-0.4838,2018-29-03 04:21:25,0.165,0.835,0.0,@CBSNews,"RT @CBSNews: ""Arming teachers will not work. More security in our schools does not work. Zero tolerance policies do not work,"" student Edna…",97
98,-0.6486,2018-29-03 04:21:24,0.249,0.751,0.0,@CBSNews,"RT @CBSNews: 1 dead at BMW Manufacturing plant in South Carolina, coroner says https://t.co/fpwtQwqN8j https://t.co/zWYf7Oxgdu",98
99,0.0,2018-29-03 04:21:21,0.0,1.0,0.0,@CBSNews,"RT @BettyBowers: Stormy Daniels to @CBSNews: ""I really don't need sixty minutes to talk about something that didn't last one."" #StormyDanie…",99
0,-0.128,2018-29-03 04:33:12,0.091,0.909,0.0,@CNN,@AP_Politics .@MichaelAvenatti thinks he is a tough guy &amp; continues to make unfounded flamboyant threads against… https://t.co/aQfy85KEDT,0
1,0.5411,2018-29-03 04:33:09,0.0,0.632,0.368,@CNN,@CNN Addicts trying to save the kingpin!,1
2,0.6597,2018-29-03 04:33:08,0.0,0.481,0.519,@CNN,"@CNN Yes , but he had help. https://t.co/yccex1sEqd",2
3,0.0,2018-29-03 04:33:08,0.0,1.0,0.0,@CNN,@CNN he needs to be in jail,3
4,0.0,2018-29-03 04:33:08,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,4
5,0.7089,2018-29-03 04:33:07,0.0,0.404,0.596,@CNN,@CNN Very nice looks it lol,5
6,0.7041,2018-29-03 04:33:06,0.0,0.72,0.28,@CNN,@oliverg2014 @FoxNews @brookefoxnews @DNC @CNN Popular vote? Is that a thing now? Like repeal the 2nd Amendment?… https://t.co/MP0dUfeu9x,6
7,0.0,2018-29-03 04:33:06,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,7
8,0.0,2018-29-03 04:33:05,0.0,1.0,0.0,@CNN,@CNN giv cops more guns tho!!!!!!!!,8
9,0.3612,2018-29-03 04:33:04,0.0,0.872,0.128,@CNN,RT @CNN: A brief history of how Parkland survivor David Hogg keeps schooling lawmakers on social media https://t.co/XrgoxjISdo https://t.co…,9
10,0.4215,2018-29-03 04:33:03,0.0,0.865,0.135,@CNN,"RT @FKAFernando: @CNN If that's true, @PressSec, then why is @realDonaldTrump tweeting/commenting about Orange County and CA's Sanctuary La…",10
11,0.0,2018-29-03 04:33:03,0.0,1.0,0.0,@CNN,RT @CNN: Donations to the NRA tripled in the weeks after the Parkland shooting https://t.co/2E6tfAx4bc,11
12,0.0,2018-29-03 04:33:01,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,12
13,0.0,2018-29-03 04:33:01,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,13
14,0.296,2018-29-03 04:33:00,0.0,0.845,0.155,@CNN,"@leighcavalierca @CNN Hey @kruszer 

I just wanted to share this answer with you..
hahahahaha",14
15,-0.4019,2018-29-03 04:33:00,0.114,0.886,0.0,@CNN,RT @SheilaPThatsMe: @CortesSteve @CNN @donlemon You’re apart of the problem. Why can’t you acknowledge there is an epidemic that cops are s…,15
16,-0.4767,2018-29-03 04:33:00,0.162,0.838,0.0,@CNN,@CNN Fake news CNN shows a picture of an F18 that was put in order 30 years ago,16
17,0.0,2018-29-03 04:32:59,0.0,1.0,0.0,@CNN,"@Berlin8465 @CNN A troll from Europe... pick a time and place, pussy.",17
18,0.1531,2018-29-03 04:32:59,0.0,0.932,0.068,@CNN,RT @CNN: A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter of 2018 https:…,18
19,0.0,2018-29-03 04:32:58,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,19
20,-0.5106,2018-29-03 04:32:58,0.148,0.852,0.0,@CNN,RT @funk_celia: @DCswampdrainer @CNN He deserves prison for his theft of committee investigation materials he snuck into the whitehouse wit…,20
21,0.0,2018-29-03 04:32:56,0.0,1.0,0.0,@CNN,@CNN Donations in RUBLES.,21
22,0.0,2018-29-03 04:32:54,0.0,1.0,0.0,@CNN,"RT @rameshchahal: #SaintMSG_Initiative57
#मुफ्त_हक
खर्चीली न्याय प्रणाली व्यवस्था से निपटने के लिये @derasachasauda ने 684 वकीलों का पैनल ब…",22
23,0.1531,2018-29-03 04:32:54,0.0,0.932,0.068,@CNN,RT @CNN: A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter of 2018 https:…,23
24,0.0,2018-29-03 04:32:53,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,24
25,-0.6597,2018-29-03 04:32:53,0.167,0.833,0.0,@CNN,"RT @CNN: The US military conducted its first airstrike against al Qaeda in Libya on Saturday, killing one of the group's leaders, according…",25
26,0.0,2018-29-03 04:32:52,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,26
27,0.0,2018-29-03 04:32:52,0.0,1.0,0.0,@CNN,@AC360 Just watched a debate on @CNN between @AlanDersh &amp; @JeffreyToobin about ethical/legal issues with Trump prom… https://t.co/YKftniqylA,27
28,0.0,2018-29-03 04:32:52,0.0,1.0,0.0,@CNN,"RT @CNN: Apple's quest to find a home for another campus will be different than Amazon's approach, says CEO Tim Cook: ""We're not doing the…",28
29,0.0,2018-29-03 04:32:51,0.0,1.0,0.0,@CNN,"RT @wkamaubell: Right now on @cnn, @donlemon, @Shermichael_, &amp; @keithboykin are having a political intervention on @CortesSteve right now.…",29
30,0.0,2018-29-03 04:32:51,0.0,1.0,0.0,@CNN,@rootsgyalmagic @CNN Money talks,30
31,-0.0094,2018-29-03 04:32:50,0.118,0.764,0.117,@CNN,"RT @ChattyChaplin: @CortesSteve @CNN @donlemon When your tweet has 10Xs more comments than likes, you're doing it wrong, and by ""it"" I mean…",31
32,-0.34,2018-29-03 04:32:50,0.091,0.909,0.0,@CNN,RT @CNN: England's health agency is warning parents to be aware of the signs and symptoms of scarlet fever as infections continue to soar n…,32
33,-0.6597,2018-29-03 04:32:49,0.167,0.833,0.0,@CNN,"RT @CNN: The US military conducted its first airstrike against al Qaeda in Libya on Saturday, killing one of the group's leaders, according…",33
34,0.4303,2018-29-03 04:32:47,0.0,0.849,0.151,@CNN,"RT @DCswampdrainer: @CNN Nunes should not only be defeated, he should be carted off to jail! https://t.co/NNMt4k20ln",34
35,0.5267,2018-29-03 04:32:46,0.0,0.595,0.405,@CNN,@CNN He is a brave young man.,35
36,0.0,2018-29-03 04:32:44,0.0,1.0,0.0,@CNN,@CNN So....who the fk is supplying boko haram with this hardware USA?  Is it you the French or the British? !!!!! Y… https://t.co/YnoLP265uU,36
37,0.3612,2018-29-03 04:32:44,0.0,0.857,0.143,@CNN,"@CNN Looks like I need to reschedule my UK trip 

 *as if I was going to get any*",37
38,0.6249,2018-29-03 04:32:44,0.0,0.849,0.151,@CNN,@CNN It be great to have a list of those receiving more money from the #NRA so we can make our payment on #MidTerms… https://t.co/hRPdYUgnNS,38
39,-0.0516,2018-29-03 04:32:44,0.134,0.743,0.124,@CNN,@CNN That looks suspiciously like what Hillary spit up in a glass during one of her coughing fits.,39
40,0.0,2018-29-03 04:32:44,0.0,1.0,0.0,@CNN,RT @CNN: Donations to the NRA tripled in the weeks after the Parkland shooting https://t.co/2E6tfAx4bc,40
41,-0.3147,2018-29-03 04:32:43,0.174,0.719,0.108,@CNN,@CNN @CNNOpinion Every freaking Trump supporter out there must have watched!! #RACISTS #BIGOTS #MISOGYNISTS #HYPOCRITES #ASSCLOWNS,41
42,0.7378,2018-29-03 04:32:43,0.0,0.771,0.229,@CNN,"RT @CNN: Gov. Gary Herbert signed a bill earlier this month that makes it OK for parents to let their children ""free range"" https://t.co/lU…",42
43,0.0,2018-29-03 04:32:42,0.0,1.0,0.0,@CNN,"@CNN ""Schooling lawmakers""",43
44,0.806,2018-29-03 04:32:41,0.0,0.735,0.265,@CNN,"RT @CNN: ""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon Clark, the you…",44
45,-0.5106,2018-29-03 04:32:40,0.235,0.765,0.0,@CNN,"RT @OHenryHernandez: @CNN https://t.co/YKYbbVSg2u

[[[ Nunes will face obstruction charges:
""Colluding with White House nullifies congressi…",45
46,0.3612,2018-29-03 04:32:40,0.0,0.828,0.172,@CNN,"@CNN A survivor? You mean was 3 miles away and ""bike rides"" to the school.",46
47,0.0,2018-29-03 04:32:39,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,47
48,0.4576,2018-29-03 04:32:39,0.0,0.88,0.12,@CNN,@CNN Very interesting to me how the people once so up in arms about Obama saying he would consider meeting with Ira… https://t.co/bcwAeLzmWu,48
49,-0.6597,2018-29-03 04:32:38,0.167,0.833,0.0,@CNN,"RT @CNN: The US military conducted its first airstrike against al Qaeda in Libya on Saturday, killing one of the group's leaders, according…",49
50,0.1531,2018-29-03 04:32:37,0.0,0.932,0.068,@CNN,RT @CNN: A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter of 2018 https:…,50
51,0.0258,2018-29-03 04:32:37,0.0,0.952,0.048,@CNN,"RT @CNN: The White House calls police shootings of black men a ""local matter"" that ""should be left up to the local authorities"" https://t.c…",51
52,0.0,2018-29-03 04:32:33,0.0,1.0,0.0,@CNN,RT @CNN: Democrats may already be 35% of the way to a House majority https://t.co/Ya3cFVnqud | Analysis by Harry Enten https://t.co/PKanQAj…,52
53,0.0,2018-29-03 04:32:33,0.0,1.0,0.0,@CNN,@CNN ❤️❤️❤️❤️,53
54,0.0,2018-29-03 04:32:33,0.0,1.0,0.0,@CNN,RT @CNN: Donations to the NRA tripled in the weeks after the Parkland shooting https://t.co/2E6tfAx4bc,54
55,0.0,2018-29-03 04:32:33,0.0,1.0,0.0,@CNN,"@CNN Watch out people, blacks and Latinos.  They are coming for us. Shall we head for the border?",55
56,0.0,2018-29-03 04:32:32,0.0,1.0,0.0,@CNN,@CNN  https://t.co/eDpor55TtT,56
57,-0.7603,2018-29-03 04:32:31,0.256,0.744,0.0,@CNN,"RT @DjLots3: #FakeNewsCNN- ""Appeals court rules against Trump travel ban""

Should read: ""AND IT MAKES NO DANG DIFFERENCE BECAUSE THE SUPREM…",57
58,0.0,2018-29-03 04:32:31,0.0,1.0,0.0,@CNN,@tvconway953 @AndrewStrait1 @CNN @zbyronwolf Really? They don't? Have you seen the signs at the marches? Have you s… https://t.co/geqMQopvat,58
59,0.0,2018-29-03 04:32:31,0.0,1.0,0.0,@CNN,"@CNN @RickSantorum There is a reason he was kicked to the curb, and the curb is exactly where he should stay!!!",59
60,0.0,2018-29-03 04:32:31,0.0,1.0,0.0,@CNN,@CNN Stormys pussy,60
61,0.0,2018-29-03 04:32:31,0.0,1.0,0.0,@CNN,"RT @CNN: Hong Kong's ""Frog King"" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village https://t.co/v…",61
62,0.1901,2018-29-03 04:32:30,0.0,0.92,0.08,@CNN,"RT @BrotherKeithX: @CortesSteve @CNN @donlemon You're only Hispanic by lineage, but your actions are of those who are White Supremacist Rac…",62
63,-0.4449,2018-29-03 04:32:30,0.155,0.845,0.0,@CNN,@KyleKashuv @JakeOliger @KateBennett_DC Thou shalt not praise the @FoxNews in the presence of a @CNN reporter.  In… https://t.co/Dc2RyPiA9w,63
64,-0.5884,2018-29-03 04:32:30,0.206,0.737,0.058,@CNN,RT @ElderLansing: So LeBron James supports the March For Our Lies gun grab but in 2014 he and his wife visited Lock and Load gun range in M…,64
65,0.0,2018-29-03 04:32:29,0.0,1.0,0.0,@CNN,"RT @OHenryHernandez: @CNN https://t.co/qicqKE1ogn

[[[ Devin Nunes becomes a nationwide laughingstock after launching #fakenews site
https:…",65
66,0.0,2018-29-03 04:32:29,0.0,1.0,0.0,@CNN,@shmidtBC @q_LaShonda @CNN You'll respond to the gif but none of my actual words. https://t.co/8tlIzWDyeG,66
67,0.4404,2018-29-03 04:32:28,0.0,0.868,0.132,@CNN,@CNN #RickSantorum I  think it would be useful if you learned another trade. You're not going to be a Senator much… https://t.co/xrSUXCsi40,67
68,0.0,2018-29-03 04:32:28,0.0,1.0,0.0,@CNN,@KatyTurNBC @MSNBC @CNN @AriMelber @JoyAnnReid @CoryBooker @KamalaHarris @FBI @chrislhayes @maddow @PhilMurphyNJ… https://t.co/zEQz0y0LaR,68
69,0.0,2018-29-03 04:32:27,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,69
70,0.0,2018-29-03 04:32:26,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,70
71,0.0018,2018-29-03 04:32:24,0.11,0.779,0.111,@CNN,@CNN 🤔wonder where all this money is really coming from? If the majority of Americans support more gun control meas… https://t.co/u2xOniYGbW,71
72,-0.128,2018-29-03 04:32:22,0.119,0.782,0.099,@CNN,"RT @CNN: Facebook's stock has plunged 18% amid its data scandal, wiping out nearly $80 billion in market value https://t.co/JgPdMMPMwt http…",72
73,-0.9042,2018-29-03 04:32:21,0.505,0.495,0.0,@CNN,@CNN Douchebag kid is a douchebag. Where is the school bully when you need him?,73
74,-0.5984,2018-29-03 04:32:21,0.17,0.83,0.0,@CNN,@CortesSteve @CNN @donlemon You and PARIS DENNARD have to be the most idiotic of all the #trumpsycophant’s. He will… https://t.co/xDBqkbm43T,74
75,0.0,2018-29-03 04:32:19,0.0,1.0,0.0,@CNN,RT @CNN: The first case of super-resistant gonorrhea has been reported in the UK https://t.co/KfaN4JEx8e https://t.co/CFTlA806Hd,75
76,-0.5255,2018-29-03 04:32:19,0.298,0.702,0.0,@CNN,@CNN Regulations. This is why we need goddamn regulations!,76
77,0.4588,2018-29-03 04:32:17,0.0,0.857,0.143,@CNN,"RT @OHenryHernandez: @CNN https://t.co/sIiVi7bY1j

[[[ Fox News Favorite, Devin Nunes, Collaborated With Trump’s White House To Cover Up Tr…",77
78,-0.8398,2018-29-03 04:32:16,0.391,0.609,0.0,@CNN,@RealCandaceO no worries here! America knows @cnn is pathetic and is now basically the national enquirer equivalent.,78
79,-0.3612,2018-29-03 04:32:16,0.102,0.898,0.0,@CNN,RT @sahloul: The videos from Syria incriminate all of humanity; they prove beyond a doubt that policymakers across the world are aware of t…,79
80,0.4588,2018-29-03 04:32:15,0.0,0.667,0.333,@CNN,@CNN I'm glad I wore a condom with @StormyDaniels,80
81,0.7535,2018-29-03 04:32:13,0.0,0.608,0.392,@CNN,@BetaPositiveSA @factnotemo @CNN And here's some free but really good advice https://t.co/fglz9EB4i5,81
82,0.806,2018-29-03 04:32:12,0.0,0.735,0.265,@CNN,"RT @CNN: ""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon Clark, the you…",82
83,-0.8779,2018-29-03 04:32:11,0.442,0.558,0.0,@CNN,"@TrumpsMomentum @Ultrastar1970wh @CNN Oh, I’m sorry, liberals don’t send death threats over Facebook to the poor ki… https://t.co/rlso2Ru6fr",83
